"Survived","Pclass","Sex","Age","SibSp","Parch","Fare","Embarked","Price","FamilySize","Child","AgeInterval","Survived_Predicted"
"0","3","male",2,4,1,39.6875,"S",6.61458333333333,6,"1","0-12",-2.50204904957776
"0","3","male",14,4,1,39.6875,"S",6.61458333333333,6,"0","13-17",-2.82345156269769
"0","3","female",41,0,5,39.6875,"S",6.61458333333333,6,"0","40-54",-0.537339118612138
"0","3","male",16,4,1,39.6875,"S",6.61458333333333,6,"0","13-17",-2.87701864821767
"0","3","male",1,4,1,39.6875,"S",6.61458333333333,6,"1","0-12",-2.47526550681776
"0","3","male",39,0,0,7.925,"S",7.925,1,"0","18-39",-2.49284588917214
"1","3","female",2,0,1,12.2875,"S",12.2875,2,"1","0-12",0.948828700380982
"0","2","male",34,1,0,21,"S",10.5,2,"0","18-39",-1.26559180448976
"1","2","female",30,3,0,21,"S",10.5,4,"0","18-39",0.935324247957366
"0","2","male",26,0,0,10.5,"S",10.5,1,"0","18-39",-0.838477983212718
"1","3","male",43,0,0,7.775,"S",7.775,1,"0","40-54",-2.60031723574597
"0","3","male",21,0,0,7.775,"S",7.775,1,"0","18-39",-2.0110792950261
"0","3","male",23,0,0,7.775,"S",7.775,1,"0","18-39",-2.06464638054609
"1","2","female",40,0,0,13,"S",13,1,"0","18-39",1.35884942491984
"0","3","male",45,0,0,8.6625,"S",8.6625,1,"0","40-54",-2.65188936602396
"0","3","male",29,0,0,7.875,"S",7.875,1,"0","18-39",-2.22512285341682
"0","3","female",30,0,0,8.6625,"S",8.6625,1,"0","18-39",0.316541189917443
"0","3","male",17,0,0,8.6625,"S",8.6625,1,"0","13-17",-1.90195016874413
"0","3","male",42,0,0,8.6625,"S",8.6625,1,"0","40-54",-2.57153873774398
"0","3","male",38,0,0,8.6625,"S",8.6625,1,"0","18-39",-2.46440456670401
"0","3","male",17,0,0,8.6625,"S",8.6625,1,"0","13-17",-1.90195016874413
"0","3","male",17,0,0,8.6625,"S",8.6625,1,"0","13-17",-1.90195016874413
"0","3","male",20,0,0,8.6625,"S",8.6625,1,"0","18-39",-1.98230079702411
"0","3","female",20,0,0,8.6625,"S",8.6625,1,"0","18-39",0.584376617517383
"0","3","male",21,0,0,8.6625,"S",8.6625,1,"0","18-39",-2.00908433978411
"1","3","male",27,0,0,8.6625,"S",8.6625,1,"0","18-39",-2.16978559634407
"0","3","male",26,2,0,8.6625,"S",8.6625,3,"0","18-39",-2.61589758671842
"1","3","female",4,0,2,22.025,"S",22.025,3,"1","0-12",0.791349831049427
"0","3","male",32,0,0,7.25,"S",7.25,1,"0","18-39",-2.30687837975454
"0","3","male",19,0,0,8.05,"S",8.05,1,"0","18-39",-1.95689405436071
"0","3","male",22,0,0,8.05,"S",8.05,1,"0","18-39",-2.03724468264069
"0","3","male",1,0,0,8.4583,"Q",8.4583,1,"1","0-12",-1.25106811352081
"0","3","female",59,0,0,7.6292,"Q",7.6292,1,"0","55-100",-0.239699860626445
"1","3","female",33,0,0,7.8292,"Q",7.8292,1,"0","18-39",0.457121818511876
"1","3","female",15,0,0,8.0292,"Q",8.0292,1,"0","13-17",0.939675155570245
"1","3","female",26,0,0,7.8792,"Q",7.8792,1,"0","18-39",0.644719009676453
"1","3","female",26,0,0,7.7875,"Q",7.7875,1,"0","18-39",0.644512883033421
"0","3","female",29,0,0,8.1375,"Q",8.1375,1,"0","18-39",0.564948997665775
"1","3","female",19,0,0,7.8792,"Q",7.8792,1,"0","18-39",0.832203808996411
"1","3","female",26,0,0,7.8792,"Q",7.8792,1,"0","18-39",0.644719009676453
"0","3","male",25,0,0,7.8292,"Q",7.8292,1,"0","18-39",-1.89528725394967
"1","3","female",35,0,0,7.8792,"Q",7.8792,1,"0","18-39",0.403667124836507
"0","3","male",16,0,0,7.7333,"Q",7.7333,1,"0","13-17",-1.6544509366677
"0","3","male",31,0,0,7.75,"Q",7.75,1,"0","18-39",-2.05616653919151
"1","3","female",50,0,0,7.75,"Q",7.75,1,"0","40-54",0.00162356291010141
"1","1","male",4,0,2,81.8583,"S",81.8583,3,"1","0-12",0.399255524304381
"0","3","male",65,0,0,7.75,"Q",7.75,1,"0","55-100",-2.96680699303131
"0","3","male",44,0,0,8.7125,"C",8.7125,1,"0","40-54",-2.15297844808315
"0","3","male",26,0,0,8.05,"S",8.05,1,"0","18-39",-2.14437885368067
"1","2","female",27,0,0,10.5,"S",10.5,1,"0","18-39",1.70141588856879
"0","3","male",24.5,0,0,8.05,"S",8.05,1,"0","18-39",-2.10420353954068
"0","3","female",22,0,0,8.05,"S",8.05,1,"0","18-39",0.529432731900807
"1","3","female",21,0,0,7.65,"S",7.65,1,"0","18-39",0.555317139903845
"0","3","male",24,0,0,8.05,"S",8.05,1,"0","18-39",-2.09081176816068
"0","3","male",29,0,0,8.05,"S",8.05,1,"0","18-39",-2.22472948196065
"0","3","male",61,0,0,6.2375,"S",6.2375,1,"0","55-100",-3.08587705464791
"1","3","female",36,1,0,17.4,"S",17.4,2,"0","18-39",-0.0609673583624483
"0","3","female",31,1,0,18,"S",18,2,"0","18-39",0.0742990575729546
"0","3","female",18,2,0,18,"S",9,3,"0","13-17",0.186037346885704
"0","3","male",16,2,0,18,"S",9,3,"0","13-17",-2.32707298213581
"0","3","male",47,0,0,9,"S",9,1,"0","40-54",-2.70469780659277
"0","3","male",22,0,0,9,"S",9,1,"0","18-39",-2.03510923759292
"0","3","male",20,0,0,9.5,"S",9.5,1,"0","18-39",-1.98041823362674
"0","3","male",28,0,0,9.5,"S",9.5,1,"0","18-39",-2.19468657570669
"0","3","female",10,0,2,24.15,"S",8.05,3,"0","0-12",0.635425227885789
"0","3","male",36,1,1,24.15,"S",8.05,3,"0","18-39",-2.73827196943152
"0","3","female",30,1,1,24.15,"S",8.05,3,"0","18-39",-0.0108932983300624
"1","3","male",30,0,0,9.5,"S",9.5,1,"0","18-39",-2.24825366122668
"0","3","male",21,0,0,9.5,"S",9.5,1,"0","18-39",-2.00720177638673
"0","3","male",16,0,0,9.5,"S",9.5,1,"0","13-17",-1.87328406258676
"1","3","male",29,0,0,9.5,"S",9.5,1,"0","18-39",-2.22147011846668
"0","3","male",33,0,0,9.5,"S",9.5,1,"0","18-39",-2.32860428950666
"0","3","male",24,0,0,9.5,"S",9.5,1,"0","18-39",-2.08755240466672
"0","3","male",28,0,0,9.5,"S",9.5,1,"0","18-39",-2.19468657570669
"0","3","male",29,1,0,7.0458,"S",7.0458,2,"0","18-39",-2.46343452633516
"0","3","female",29,1,1,10.4625,"S",5.23125,3,"0","18-39",-0.014877023034637
"0","3","female",2,0,1,10.4625,"S",5.23125,2,"1","0-12",0.944726398052373
"0","3","male",74,0,0,7.775,"S",7.775,1,"0","55-100",-3.43060706130578
"0","3","male",45,0,0,6.975,"S",6.975,1,"0","40-54",-2.65568259077987
"0","3","male",33,0,0,7.775,"S",7.775,1,"0","18-39",-2.33248180814603
"0","3","male",31,0,0,7.775,"S",7.775,1,"0","18-39",-2.27891472262604
"0","3","male",51,0,0,7.75,"S",7.75,1,"0","40-54",-2.81464177374823
"0","3","male",29,0,0,7.775,"S",7.775,1,"0","18-39",-2.22534763710606
"0","3","male",26,0,0,7.775,"S",7.775,1,"0","18-39",-2.14499700882607
"0","3","male",19,0,0,7.775,"S",7.775,1,"0","18-39",-1.95751220950612
"0","3","female",25,0,0,7.775,"S",7.775,1,"0","18-39",0.448463948475418
"0","3","female",45,0,0,7.75,"S",7.75,1,"0","40-54",-0.087263102646771
"0","3","male",16,0,0,7.775,"S",7.775,1,"0","13-17",-1.87716158122613
"0","3","male",25,1,0,7.775,"S",7.775,2,"0","18-39",-2.35466123263325
"1","3","female",38,1,5,31.3875,"S",7.846875,7,"0","18-39",-0.712093303106154
"1","3","male",3,4,2,31.3875,"S",7.846875,7,"1","0-12",-2.67328973409578
"1","3","female",5,4,2,31.3875,"S",7.846875,7,"1","0-12",-0.160179405074269
"0","3","male",9,4,2,31.3875,"S",7.846875,7,"0","0-12",-2.83399099065574
"0","3","male",18,0,0,7.75,"S",7.75,1,"0","13-17",-1.93078486266843
"0","3","male",34,1,1,14.4,"S",7.2,3,"0","18-39",-2.70662129361232
"0","3","female",28,1,1,14.4,"S",7.2,3,"0","18-39",0.020757377489137
"1","3","female",22,0,0,7.75,"S",7.75,1,"0","18-39",0.52875838083309
"0","3","female",11,4,2,31.275,"S",4.46785714285714,7,"0","0-12",-0.321133543284627
"0","3","female",2,4,2,31.275,"S",4.46785714285714,7,"1","0-12",-0.0800816584446813
"0","3","male",39,1,5,31.275,"S",4.46785714285714,7,"0","18-39",-3.30580714205804
"0","3","female",39,1,5,31.275,"S",4.46785714285714,7,"0","18-39",-0.739129727516542
"0","3","female",9,4,2,31.275,"S",4.46785714285714,7,"0","0-12",-0.267566457764639
"0","3","male",4,4,2,31.275,"S",4.46785714285714,7,"1","0-12",-2.70032615850617
"0","3","female",6,4,2,31.275,"S",4.46785714285714,7,"1","0-12",-0.187215829484657
"1","3","male",25,1,0,7.775,"S",7.775,2,"0","18-39",-2.35466123263325
"1","3","female",22,0,0,7.775,"S",7.775,1,"0","18-39",0.5288145767554
"0","3","female",18,0,0,7.775,"S",7.775,1,"0","13-17",0.635948747795376
"0","3","male",40,1,4,27.9,"S",4.65,6,"0","18-39",-3.21437703877864
"0","3","female",45,1,4,27.9,"S",4.65,6,"0","40-54",-0.781617338037116
"0","3","male",4,3,2,27.9,"S",4.65,6,"1","0-12",-2.47146484145081
"0","3","male",10,3,2,27.9,"S",4.65,6,"0","0-12",-2.63216609801077
"0","3","female",2,3,2,27.9,"S",4.65,6,"1","0-12",0.14877965861068
"0","3","female",9,3,2,27.9,"S",4.65,6,"0","0-12",-0.0387051407092778
"1","3","male",27,0,0,6.975,"S",6.975,1,"0","18-39",-2.17357882109998
"0","3","male",26,0,0,7.8875,"S",7.8875,1,"0","18-39",-2.14474412717568
"0","3","male",28,0,0,7.8542,"S",7.8542,1,"0","18-39",-2.19838606566418
"0","3","male",20,0,0,7.8542,"S",7.8542,1,"0","18-39",-1.98411772358423
"0","3","male",23,0,0,7.8542,"S",7.8542,1,"0","18-39",-2.06446835186421
"1","3","female",26,0,0,7.8542,"S",7.8542,1,"0","18-39",0.421858434397301
"1","3","male",4,1,1,11.1333,"S",3.7111,3,"1","0-12",-1.91045801958887
"1","3","female",27,0,2,11.1333,"S",3.7111,3,"0","18-39",0.150845582488738
"1","3","female",1,1,1,11.1333,"S",3.7111,3,"1","0-12",0.736570023232608
"0","3","male",51,0,0,7.0542,"S",7.0542,1,"0","40-54",-2.81620581865796
"0","3","male",42,0,0,7.65,"S",7.65,1,"0","40-54",-2.57381467259753
"0","3","male",25,0,0,7.65,"S",7.65,1,"0","18-39",-2.11849444567763
"0","3","male",19,0,0,7.65,"S",7.65,1,"0","18-39",-1.95779318911766
"0","3","male",7,0,0,7.8958,"S",7.8958,1,"1","0-12",-1.63583815768959
"0","3","male",25,0,0,7.8958,"S",7.8958,1,"0","18-39",-2.11794192736948
"0","3","male",23,0,0,7.8958,"S",7.8958,1,"0","18-39",-2.06437484184949
"0","3","male",19,0,0,7.8958,"S",7.8958,1,"0","18-39",-1.95724067080951
"0","3","male",22,0,0,7.8958,"S",7.8958,1,"0","18-39",-2.0375912990895
"0","3","male",28,0,0,7.8958,"S",7.8958,1,"0","18-39",-2.19829255564946
"0","3","male",25,0,0,7.8958,"S",7.8958,1,"0","18-39",-2.11794192736948
"0","3","male",24,0,0,7.4958,"S",7.4958,1,"0","18-39",-2.09205751936644
"0","3","male",36,0,0,7.4958,"S",7.4958,1,"0","18-39",-2.41346003248637
"0","3","male",19,0,0,7.8958,"S",7.8958,1,"0","18-39",-1.95724067080951
"0","3","male",35,0,0,7.8958,"C",7.8958,1,"0","18-39",-1.91376237163322
"0","3","male",20,0,0,7.8958,"S",7.8958,1,"0","18-39",-1.98402421356951
"0","3","male",33,0,0,7.8958,"S",7.8958,1,"0","18-39",-2.33221026944943
"0","3","male",18,0,0,7.8958,"S",7.8958,1,"0","13-17",-1.93045712804952
"0","3","male",35,0,0,7.8958,"S",7.8958,1,"0","18-39",-2.38577735496942
"0","3","male",31,0,0,7.8958,"S",7.8958,1,"0","18-39",-2.27864318392944
"0","3","male",27,0,0,7.8958,"S",7.8958,1,"0","18-39",-2.17150901288947
"0","3","male",16,0,0,7.8958,"S",7.8958,1,"0","13-17",-1.87689004252953
"0","3","male",26,0,0,7.8958,"S",7.8958,1,"0","18-39",-2.14472547012947
"0","3","male",47,0,0,7.8958,"S",7.8958,1,"0","40-54",-2.70717986808935
"0","3","male",26,0,0,7.8958,"S",7.8958,1,"0","18-39",-2.14472547012947
"0","3","male",20,0,0,7.8958,"S",7.8958,1,"0","18-39",-1.98402421356951
"0","3","male",21,0,0,7.8958,"S",7.8958,1,"0","18-39",-2.0108077563295
"0","3","male",19,0,0,10.1708,"S",10.1708,1,"0","18-39",-1.95212684187933
"0","3","male",19,0,0,7.8958,"S",7.8958,1,"0","18-39",-1.95724067080951
"0","3","male",24,0,0,7.8958,"S",7.8958,1,"0","18-39",-2.09115838460948
"0","3","male",9,0,0,7.8958,"S",7.8958,1,"0","0-12",-1.68940524320958
"0","3","female",24,0,0,8.85,"S",8.85,1,"0","18-39",0.47766391589473
"0","3","male",25,1,0,17.8,"S",8.9,2,"0","18-39",-2.33212666778706
"0","3","female",18,1,0,17.8,"S",8.9,2,"0","13-17",0.422035546074398
"0","3","male",33,0,0,8.6625,"C",8.6625,1,"0","18-39",-1.85847186956784
"1","3","male",29,0,0,7.8958,"C",7.8958,1,"0","18-39",-1.75306111507325
"0","3","male",33,0,0,7.8958,"C",7.8958,1,"0","18-39",-1.86019528611323
"0","3","male",32,0,0,7.8958,"S",7.8958,1,"0","18-39",-2.30542672668944
"0","3","male",28,0,0,7.8958,"S",7.8958,1,"0","18-39",-2.19829255564946
"1","3","female",31,0,0,8.6833,"S",8.6833,1,"0","18-39",0.289804402164811
"0","3","female",28,0,0,7.8958,"S",7.8958,1,"0","18-39",0.368384858892037
"0","3","male",30,0,0,7.8958,"S",7.8958,1,"0","18-39",-2.25185964116945
"0","3","male",36,0,0,7.8958,"S",7.8958,1,"0","18-39",-2.41256089772941
"0","3","male",26,0,0,7.8958,"S",7.8958,1,"0","18-39",-2.14472547012947
"0","3","male",38,0,0,7.8958,"S",7.8958,1,"0","18-39",-2.4661279832494
"0","3","male",40,0,0,7.8958,"S",7.8958,1,"0","18-39",-2.51969506876939
"0","3","male",22,0,0,7.8958,"S",7.8958,1,"0","18-39",-2.0375912990895
"0","3","male",22,0,0,7.8958,"C",7.8958,1,"0","18-39",-1.5655763157533
"0","3","male",44,0,0,7.8958,"C",7.8958,1,"0","40-54",-2.15481425647316
"1","3","female",4,0,1,13.4167,"C",13.4167,2,"1","0-12",1.36981485561608
"0","3","male",33,0,0,7.8958,"S",7.8958,1,"0","18-39",-2.33221026944943
"0","3","male",2,3,1,21.075,"S",5.26875,5,"1","0-12",-2.30743914717017
"0","3","female",29,0,4,21.075,"S",5.26875,5,"0","18-39",-0.131974374100592
"0","3","female",3,3,1,21.075,"S",5.26875,5,"1","0-12",0.232454724611335
"0","3","female",8,3,1,21.075,"S",5.26875,5,"1","0-12",0.0985370108113648
"0","3","male",36,1,0,15.55,"S",15.55,2,"0","18-39",-2.63180327115486
"0","3","male",18,0,0,7.775,"S",7.775,1,"0","13-17",-1.93072866674612
"0","3","male",26,1,0,7.8542,"S",7.8542,2,"0","18-39",-2.38126674671137
"0","3","male",41,2,0,14.1083,"S",14.1083,3,"0","40-54",-3.00540945796976
"0","3","male",21,0,0,7.8542,"S",7.8542,1,"0","18-39",-2.01090126634423
"1","3","male",21,0,0,7.7958,"S",7.7958,1,"0","18-39",-2.01103254001874
"0","3","male",24,0,0,7.7958,"S",7.7958,1,"0","18-39",-2.09138316829872
"0","3","male",18,0,0,7.7958,"S",7.7958,1,"0","13-17",-1.93068191173876
"0","3","male",28,0,0,7.7958,"S",7.7958,1,"0","18-39",-2.1985173393387
"1","3","male",27,0,0,7.7958,"S",7.7958,1,"0","18-39",-2.17173379657871
"1","3","female",19,1,0,7.8542,"S",7.8542,2,"0","18-39",0.372895467150086
"0","3","male",48,0,0,7.8542,"S",7.8542,1,"0","40-54",-2.73405692086406
"0","3","male",17,1,0,7.0542,"S",7.0542,2,"0","13-17",-2.14201313138533
"0","3","male",20,0,0,7.8542,"S",7.8542,1,"0","18-39",-1.98411772358423
"0","3","male",22,0,0,7.7958,"S",7.7958,1,"0","18-39",-2.03781608277874
"0","3","male",22,0,0,7.5208,"S",7.5208,1,"0","18-39",-2.03843423792414
"0","3","male",18,1,1,7.8542,"S",7.8542,3,"0","13-17",-2.29279850018262
"0","3","female",14,0,0,7.8542,"S",7.8542,1,"0","13-17",0.743260947517229
"0","3","female",31,0,0,7.8542,"S",7.8542,1,"0","18-39",0.287940720597331
"1","3","male",32,0,0,7.8542,"S",7.8542,1,"0","18-39",-2.30552023670416
"0","1","male",58,0,2,113.275,"C",37.7583333333333,3,"0","55-100",-0.504421184101989
"1","1","female",31,1,0,113.275,"C",37.7583333333333,2,"0","18-39",2.80056430949457
"1","1","female",23,1,0,113.275,"C",37.7583333333333,2,"0","18-39",3.01483265157453
"0","1","male",54,0,1,77.2875,"S",38.64375,2,"0","40-54",-0.824395931011846
"0","1","male",21,0,1,77.2875,"S",38.64375,2,"0","18-39",0.0594609800679546
"1","3","female",16,0,0,7.7333,"Q",7.7333,1,"0","13-17",0.912226477873793
"1","3","female",21,0,0,7.7333,"Q",7.7333,1,"0","18-39",0.778308764073823
"0","3","male",19,0,0,14.5,"S",7.25,1,"0","18-39",-1.9423955064048
"0","3","male",2,0,0,14.5,"S",7.25,1,"1","0-12",-1.48707527948491
"0","3","male",42,0,0,7.725,"Q",7.725,1,"0","40-54",-2.35084170547375
"0","3","male",39,0,0,7.25,"S",7.25,1,"0","18-39",-2.4943631790745
"0","3","male",33,1,1,20.525,"S",6.84166666666667,3,"0","18-39",-2.66606974988645
"1","3","male",9,0,2,20.525,"S",6.84166666666667,3,"0","0-12",-1.91261705263062
"1","3","female",31,1,1,20.525,"S",6.84166666666667,3,"0","18-39",-0.0458252498249649
"0","3","male",34,0,0,8.05,"S",8.05,1,"0","18-39",-2.35864719576062
"0","3","male",44,0,0,8.05,"S",8.05,1,"0","40-54",-2.62648262336056
"0","3","male",31,0,0,14.5,"S",14.5,1,"0","18-39",-2.26379801952473
"0","3","male",30.5,0,0,8.05,"S",8.05,1,"0","18-39",-2.26490479610064
"0","3","male",59,0,0,7.25,"S",7.25,1,"0","55-100",-3.03003403427438
"0","3","male",34,0,0,8.05,"S",8.05,1,"0","18-39",-2.35864719576062
"0","3","male",44,0,0,8.05,"S",8.05,1,"0","40-54",-2.62648262336056
"0","3","male",35,0,0,8.05,"S",8.05,1,"0","18-39",-2.38543073852061
"1","3","female",5,0,0,12.475,"S",6.2375,1,"1","0-12",0.994699637069524
"1","3","female",30,0,0,12.475,"S",6.2375,1,"0","18-39",0.325111068069674
"0","3","female",21,0,0,7.75,"Q",7.75,1,"0","18-39",0.778346302949926
"0","3","female",20,0,2,7.75,"Q",7.75,3,"0","18-39",0.553529654607519
"0","3","female",32,1,1,15.5,"Q",7.75,3,"0","18-39",0.138900206387631
"0","3","male",40,1,1,15.5,"Q",7.75,3,"0","18-39",-2.64204555023382
"0","3","female",30.5,0,0,7.75,"Q",7.75,1,"0","18-39",0.523902646729984
"0","3","male",35,0,0,7.75,"Q",7.75,1,"0","18-39",-2.16330071023149
"0","3","male",19,0,0,6.75,"Q",6.75,1,"0","18-39",-1.73701186296397
"0","3","female",18,0,0,6.75,"Q",6.75,1,"0","13-17",0.85644909433752
"0","3","male",29,0,0,15.5,"Q",15.5,1,"0","18-39",-1.98517871775551
"1","3","male",33,2,0,23.25,"Q",11.625,3,"0","18-39",-2.54778768601382
"1","3","female",25,2,0,23.25,"Q",11.625,3,"0","18-39",0.233158070607628
"1","3","male",24.5,0,0,7.75,"Q",7.75,1,"0","18-39",-1.88207351125155
"0","3","male",39,1,0,7.75,"Q",7.75,2,"0","18-39",-2.50688264783864
"1","3","female",62,1,0,15.5,"Q",7.75,2,"0","55-100",-0.538805980860988
"1","3","female",25,1,0,15.5,"Q",7.75,2,"0","18-39",0.452185101258789
"1","3","female",16,0,0,7.75,"Q",7.75,1,"0","13-17",0.912264016749896
"0","3","male",40.5,0,0,7.75,"Q",7.75,1,"0","40-54",-2.31061019541145
"0","3","male",43,0,0,7.7292,"Q",7.7292,1,"0","40-54",-2.3776158073188
"0","3","male",28,0,0,6.95,"Q",6.95,1,"0","18-39",-1.97761418042544
"0","3","male",25,0,0,7.7417,"Q",7.7417,1,"0","18-39",-1.89548393967775
"0","3","male",32,0,0,7.7375,"Q",7.7375,1,"0","18-39",-2.08297817991266
"1","3","female",37,0,0,7.7375,"Q",7.7375,1,"0","18-39",0.349781520828868
"0","3","male",40.5,0,0,7.75,"Q",7.75,1,"0","40-54",-2.31061019541145
"1","1","female",31,0,2,164.8667,"S",82.43335,3,"0","18-39",2.42936662822419
"1","1","female",45,1,1,164.8667,"S",82.43335,3,"0","40-54",1.9437493585683
"1","1","female",54,1,0,78.2667,"C",39.13335,2,"0","40-54",2.10584987773491
"1","1","female",52,1,0,78.2667,"C",39.13335,2,"0","40-54",2.15941696325489
"0","1","male",61,0,0,32.3208,"S",32.3208,1,"0","55-100",-0.987158441969572
"0","1","male",47,0,0,34.0208,"S",34.0208,1,"0","40-54",-0.608367520612596
"1","1","female",35,1,0,83.475,"S",41.7375,2,"0","18-39",2.15442961572522
"0","1","male",45,1,0,83.475,"S",41.7375,2,"0","40-54",-0.680083226416218
"0","3","male",18,1,1,20.2125,"S",10.10625,3,"0","13-17",-2.26501905751541
"0","3","female",41,0,2,20.2125,"S",10.10625,3,"0","40-54",-0.203715455437804
"0","3","male",26,1,0,15.5,"Q",7.75,2,"0","18-39",-2.1412758560427
"1","3","female",19,1,0,15.5,"Q",7.75,2,"0","18-39",0.612886357818753
"0","3","male",70.5,0,0,7.75,"Q",7.75,1,"0","55-100",-3.11411647821127
"1","3","female",38,0,0,7.75,"Q",7.75,1,"0","18-39",0.323026076030029
"0","3","male",19,1,0,15.5,"Q",15.5,2,"0","18-39",-1.95379105672274
"0","3","male",38,0,0,7.75,"Q",7.75,1,"0","18-39",-2.24365133851147
"1","3","female",22,0,0,7.75,"Q",7.75,1,"0","18-39",0.751562760189932
"1","3","female",30,0,0,7.75,"Q",7.75,1,"0","18-39",0.537294418109981
"0","3","male",32,0,0,7.75,"Q",7.75,1,"0","18-39",-2.0829500819515
"0","3","male",24,0,0,7.75,"Q",7.75,1,"0","18-39",-1.86868173987155
"0","3","male",65,0,0,7.75,"Q",7.75,1,"0","55-100",-2.96680699303131
"0","3","male",31,1,0,24.15,"Q",8.05,2,"0","18-39",-2.25574978072351
"0","3","male",21,0,0,24.15,"Q",8.05,1,"0","18-39",-1.7514665865564
"1","3","female",21,1,0,24.15,"Q",8.05,2,"0","18-39",0.578763061417926
"0","3","male",44,0,1,16.1,"S",16.1,2,"0","40-54",-2.73418763192803
"0","3","male",25,0,0,7.75,"Q",7.75,1,"0","18-39",-1.89546528263155
"0","3","male",35,0,0,8.05,"S",8.05,1,"0","18-39",-2.38543073852061
"0","3","male",5,0,0,8.05,"S",8.05,1,"1","0-12",-1.58192445572079
"0","3","male",25,0,0,7.25,"S",7.25,1,"0","18-39",-2.11939358043458
"0","3","male",16,0,0,8.05,"S",8.05,1,"0","13-17",-1.87654342608073
"0","3","male",21,1,0,16.1,"S",8.05,2,"0","18-39",-2.22881381946414
"1","3","female",27,1,0,16.1,"S",8.05,2,"0","18-39",0.177162338517392
"0","3","male",24,1,0,16.1,"S",16.1,2,"0","18-39",-2.30916444774412
"0","3","female",18,0,0,7.75,"Q",7.75,1,"0","13-17",0.858696931229908
"1","3","male",29,0,0,7.75,"Q",7.75,1,"0","18-39",-2.00259945367152
"0","3","male",7,4,1,29.125,"Q",5.825,6,"1","0-12",-2.43690516119674
"0","3","male",4,4,1,29.125,"Q",5.825,6,"1","0-12",-2.35655453291676
"0","3","male",8,4,1,29.125,"Q",5.825,6,"1","0-12",-2.46368870395674
"0","3","male",2,4,1,29.125,"Q",5.825,6,"1","0-12",-2.30298744739677
"0","3","female",39,0,5,29.125,"Q",5.825,6,"0","18-39",-0.284710430911162
"0","3","male",24,0,0,7.75,"Q",7.75,1,"0","18-39",-1.86868173987155
"0","3","male",24,0,0,7.75,"Q",7.75,1,"0","18-39",-1.86868173987155
"1","3","female",29,1,0,16.1,"S",16.1,2,"0","18-39",0.123595252997404
"1","3","female",18,0,1,9.35,"S",9.35,2,"0","13-17",0.513688995349687
"0","3","male",32,0,0,8.05,"S",8.05,1,"0","18-39",-2.30508011024063
"1","3","male",6,0,1,12.475,"S",6.2375,2,"1","0-12",-1.72456141578317
"1","3","female",27,0,1,12.475,"S",6.2375,2,"0","18-39",0.279661600798456
"0","3","male",15,0,0,6.8583,"Q",6.8583,1,"0","13-17",-1.62963425118855
"0","3","female",18,3,1,25.4667,"S",6.366675,5,"0","13-17",-0.159426591508272
"0","3","female",30,3,1,25.4667,"S",6.366675,5,"0","18-39",-0.480829104628199
"0","3","male",9,3,1,25.4667,"S",6.366675,5,"0","0-12",-2.48505212120982
"0","3","female",53,3,1,25.4667,"S",6.366675,5,"0","40-54",-1.09685058810806
"1","3","female",63,0,0,9.5875,"S",9.5875,1,"0","55-100",-0.565236472036898
"0","3","female",37,0,0,9.5875,"S",9.5875,1,"0","18-39",0.131135639722945
"0","3","female",20,1,0,9.825,"S",9.825,2,"0","18-39",0.350541961337612
"0","3","female",21,1,0,9.825,"S",9.825,2,"0","18-39",0.323758418577618
"1","3","female",18,0,0,9.8417,"S",9.8417,1,"0","13-17",0.640594352300875
"0","3","male",42,0,1,8.4042,"S",8.4042,2,"0","40-54",-2.69791944956449
"0","3","male",28.5,0,0,16.1,"S",8.05,1,"0","18-39",-2.19324262359692
"0","3","male",21,0,0,16.1,"S",8.05,1,"0","18-39",-1.99236605289697
"0","1","male",47,0,0,25.5875,"S",25.5875,1,"0","40-54",-0.627324203477177
"0","3","male",24,1,0,19.9667,"S",19.9667,2,"0","18-39",-2.30047273683232
"0","3","male",2,1,0,19.9667,"S",19.9667,2,"1","0-12",-1.71123479611246
"1","3","male",19,0,0,8.1125,"S",8.1125,1,"0","18-39",-1.95675356455493
"0","3","male",20,0,0,9.225,"S",9.225,1,"0","18-39",-1.98103638877215
"0","1","male",64,0,0,26,"S",26,1,"0","55-100",-1.08171719767896
"0","1","male",33,0,0,5,"S",5,1,"0","18-39",-0.298631946859311
"0","3","male",23,0,0,9.225,"S",9.225,1,"0","18-39",-2.06138701705213
"0","3","male",16,0,0,9.2167,"S",4.60835,1,"0","13-17",-1.87392087477838
"0","3","male",20,0,0,9.8458,"S",4.9229,1,"0","18-39",-1.97964093162935
"0","3","male",33,0,0,8.6542,"S",8.6542,1,"0","18-39",-2.33050550995024
"0","3","male",29,0,0,9.4833,"S",9.4833,1,"0","18-39",-2.22150765734279
"0","3","female",40,1,0,9.475,"S",9.475,2,"0","18-39",-0.185915636774604
"0","3","female",22,0,0,10.5167,"S",10.5167,1,"0","18-39",0.534977471163262
"0","3","female",22,0,0,9.8375,"S",9.8375,1,"0","18-39",0.533450740345951
"1","3","male",45,0,0,8.05,"S",8.05,1,"0","40-54",-2.65326616612055
"0","3","male",32,0,0,8.3625,"S",8.3625,1,"0","18-39",-2.30437766121176
"0","3","male",21,0,0,8.4333,"S",8.4333,1,"0","18-39",-2.00959954399984
"1","3","female",26,0,0,7.75,"Q",7.75,1,"0","18-39",0.644428589149957
